iso_code,country,current_population,updated_datetime
HND,Honduras,"10,052,419",2021-06-06 12:39:20.804163
ARE,United Arab Emirates,"9,984,237",2021-06-06 12:39:20.804163
TJK,Tajikistan,"9,735,580",2021-06-06 12:39:20.804163
HUN,Hungary,"9,635,975",2021-06-06 12:39:20.804163
BLR,Belarus,"9,443,327",2021-06-06 12:39:20.804163
PNG,Papua New Guinea,"9,107,508",2021-06-06 12:39:20.804163
AUT,Austria,"9,040,525",2021-06-06 12:39:20.804163
ISR,Israel,"8,780,817",2021-06-06 12:39:20.804163
CHE,Switzerland,"8,711,285",2021-06-06 12:39:20.804163
SRB,Serbia,"8,700,169",2021-06-06 12:39:20.804163
TGO,Togo,"8,464,839",2021-06-06 12:39:20.804163
SLE,Sierra Leone,"8,130,355",2021-06-06 12:39:20.804163
HKG,Hong Kong,"7,549,066",2021-06-06 12:39:20.804163
LAO,Laos,"7,372,481",2021-06-06 12:39:20.804163
PRY,Paraguay,"7,213,838",2021-06-06 12:39:20.804163
LBY,Libya,"6,952,928",2021-06-06 12:39:20.804163
BGR,Bulgaria,"6,900,114",2021-06-06 12:39:20.804163
LBN,Lebanon,"6,771,006",2021-06-06 12:39:20.804163
NIC,Nicaragua,"6,697,148",2021-06-06 12:39:20.804163
KGZ,Kyrgyzstan,"6,621,430",2021-06-06 12:39:20.804163
SLV,El Salvador,"6,516,370",2021-06-06 12:39:20.804163
TKM,Turkmenistan,"6,112,148",2021-06-06 12:39:20.804163
SGP,Singapore,"5,893,456",2021-06-06 12:39:20.804163
DNK,Denmark,"5,811,879",2021-06-06 12:39:20.804163
COG,Republic Of The Congo,"5,647,713",2021-06-06 12:39:20.804163
FIN,Finland,"5,547,822",2021-06-06 12:39:20.804163
NOR,Norway,"5,462,571",2021-06-06 12:39:20.804163
SVK,Slovakia,"5,460,697",2021-06-06 12:39:20.804163
OMN,Oman,"5,215,128",2021-06-06 12:39:20.804163
PSE,Palestine,"5,214,721",2021-06-06 12:39:20.804163
LBR,Liberia,"5,171,956",2021-06-06 12:39:20.804163
CRI,Costa Rica,"5,136,066",2021-06-06 12:39:20.804163
IRL,Ireland,"4,979,995",2021-06-06 12:39:20.804163
CAF,Central African Republic,"4,914,083",2021-06-06 12:39:20.804163
NZL,New Zealand,"4,858,024",2021-06-06 12:39:20.804163
MRT,Mauritania,"4,766,749",2021-06-06 12:39:20.804163
PAN,Panama,"4,377,149",2021-06-06 12:39:20.804163
KWT,Kuwait,"4,324,218",2021-06-06 12:39:20.804163
HRV,Croatia,"4,083,242",2021-06-06 12:39:20.804163
MDA,Moldova,"4,024,704",2021-06-06 12:39:20.804163
GEO,Georgia,"3,980,426",2021-06-06 12:39:20.804163
ERI,Eritrea,"3,597,796",2021-06-06 12:39:20.804163
URY,Uruguay,"3,484,392",2021-06-06 12:39:20.804163
MNG,Mongolia,"3,325,887",2021-06-06 12:39:20.804163
BIH,Bosnia And Herzegovina,"3,264,812",2021-06-06 12:39:20.804163
JAM,Jamaica,"2,972,655",2021-06-06 12:39:20.804163
ARM,Armenia,"2,967,809",2021-06-06 12:39:20.804163
QAT,Qatar,"2,926,906",2021-06-06 12:39:20.804163
ALB,Albania,"2,873,300",2021-06-06 12:39:20.804163
PRI,Puerto Rico,"2,830,678",2021-06-06 12:39:20.804163
LTU,Lithuania,"2,692,040",2021-06-06 12:39:20.804163
NAM,Namibia,"2,584,260",2021-06-06 12:39:20.804163
GMB,Gambia,"2,482,246",2021-06-06 12:39:20.804163
BWA,Botswana,"2,394,255",2021-06-06 12:39:20.804163
GAB,Gabon,"2,275,228",2021-06-06 12:39:20.804163
LSO,Lesotho,"2,157,929",2021-06-06 12:39:20.804163
MKD,North Macedonia,"2,082,731",2021-06-06 12:39:20.804163
SVN,Slovenia,"2,078,724",2021-06-06 12:39:20.804163
GNB,Guinea Bissau,"2,012,313",2021-06-06 12:39:20.804163
LVA,Latvia,"1,868,215",2021-06-06 12:39:20.804163
BHR,Bahrain,"1,745,212",2021-06-06 12:39:20.804163
GNQ,Equatorial Guinea,"1,446,763",2021-06-06 12:39:20.804163
TTO,Trinidad And Tobago,"1,403,106",2021-06-06 12:39:20.804163
TLS,Timor Leste,"1,342,184",2021-06-06 12:39:20.804163
EST,Estonia,"1,325,283",2021-06-06 12:39:20.804163
MUS,Mauritius,"1,273,335",2021-06-06 12:39:20.804163
CYP,Cyprus,"1,215,021",2021-06-06 12:39:20.804163
DJI,Djibouti,"1,001,257",2021-06-06 12:39:20.804163
FJI,Fiji,"902,490",2021-06-06 12:39:20.804163
RU,Reunion,"901,270",2021-06-06 12:39:20.804163
COM,Comoros,"887,178",2021-06-06 12:39:20.804163
GUY,Guyana,"790,081",2021-06-06 12:39:20.804163
BTN,Bhutan,"779,335",2021-06-06 12:39:20.804163
SLB,Solomon Islands,"702,846",2021-06-06 12:39:20.804163
MAC,Macau,"657,758",2021-06-06 12:39:20.804163
LUX,Luxembourg,"634,202",2021-06-06 12:39:20.804163
MNE,Montenegro,"628,053",2021-06-06 12:39:20.804163
ESH,Western Sahara,"610,921",2021-06-06 12:39:20.804163
SUR,Suriname,"591,457",2021-06-06 12:39:20.804163
CPV,Cape Verde,"561,506",2021-06-06 12:39:20.804163
MDV,Maldives,"543,323",2021-06-06 12:39:20.804163
MLT,Malta,"442,686",2021-06-06 12:39:20.804163
BRN,Brunei,"441,263",2021-06-06 12:39:20.804163
BLZ,Belize,"404,425",2021-06-06 12:39:20.804163
BHS,Bahamas,"396,668",2021-06-06 12:39:20.804163
MTQ,Martinique,"374,794",2021-06-06 12:39:20.804163
ISL,Iceland,"343,206",2021-06-06 12:39:20.804163
VUT,Vanuatu,"313,975",2021-06-06 12:39:20.804163
NCL,New Caledonia,"288,047",2021-06-06 12:39:20.804163
BRB,Barbados,"287,687",2021-06-06 12:39:20.804163
PYF,French Polynesia,"282,432",2021-06-06 12:39:20.804163
MYT,Mayotte,"279,074",2021-06-06 12:39:20.804163
STP,Sao Tome And Principe,"223,074",2021-06-06 12:39:20.804163
WSM,Samoa,"200,051",2021-06-06 12:39:20.804163
LCA,Saint Lucia,"184,351",2021-06-06 12:39:20.804163
GUM,Guam,"170,081",2021-06-06 12:39:20.804163
CUW,Curacao,"164,749",2021-06-06 12:39:20.804163
KIR,Kiribati,"121,270",2021-06-06 12:39:20.804163
FSM,Micronesia,"116,181",2021-06-06 12:39:20.804163
GRD,Grenada,"112,997",2021-06-06 12:39:20.804163
VCT,Saint Vincent And The Grenadines,"111,263",2021-06-06 12:39:20.804163
ABW,Aruba,"107,204",2021-06-06 12:39:20.804163
TON,Tonga,"106,687",2021-06-06 12:39:20.804163
VIR,United States Virgin Islands,"104,250",2021-06-06 12:39:20.804163
SYC,Seychelles,"98,884",2021-06-06 12:39:20.804163
ATG,Antigua And Barbuda,"98,682",2021-06-06 12:39:20.804163
IMN,Isle Of Man,"85,410",2021-06-06 12:39:20.804163
AND,Andorra,"77,355",2021-06-06 12:39:20.804163
DMA,Dominica,"72,167",2021-06-06 12:39:20.804163
CYM,Cayman Islands,"66,497",2021-06-06 12:39:20.804163
BMU,Bermuda,"62,090",2021-06-06 12:39:20.804163
MHL,Marshall Islands,"59,610",2021-06-06 12:39:20.804163
MNP,Northern Mariana Islands,"57,917",2021-06-06 12:39:20.804163
GRL,Greenland,"56,877",2021-06-06 12:39:20.804163
ASM,American Samoa,"55,100",2021-06-06 12:39:20.804163
KNA,Saint Kitts And Nevis,"53,544",2021-06-06 12:39:20.804163
FRO,Faroe Islands,"49,049",2021-06-06 12:39:20.804163
MAF,Sint Maarten,"43,412",2021-06-06 12:39:20.804163
MCO,Monaco,"39,511",2021-06-06 12:39:20.804163
MAF,Saint Martin,"39,234",2021-06-06 12:39:20.804163
TCA,Turks And Caicos Islands,"39,231",2021-06-06 12:39:20.804163
LIE,Liechtenstein,"38,250",2021-06-06 12:39:20.804163
SMR,San Marino,"34,017",2021-06-06 12:39:20.804163
GIB,Gibraltar,"33,698",2021-06-06 12:39:20.804163
PLW,Palau,"18,169",2021-06-06 12:39:20.804163
COK,Cook Islands,"17,565",2021-06-06 12:39:20.804163
AIA,Anguilla,"15,117",2021-06-06 12:39:20.804163
TUV,Tuvalu,"11,931",2021-06-06 12:39:20.804163
WLF,Wallis And Futuna,"11,094",2021-06-06 12:39:20.804163
NRU,Nauru,"10,876",2021-06-06 12:39:20.804163
BL,Saint Barthelemy,"9,907",2021-06-06 12:39:20.804163
SPM,Saint Pierre And Miquelon,"5,766",2021-06-06 12:39:20.804163
MSR,Montserrat,"4,977",2021-06-06 12:39:20.804163
FLK,Falkland Islands,"3,533",2021-06-06 12:39:20.804163
NIU,Niue,"1,619",2021-06-06 12:39:20.804163
TKL,Tokelau,"1,373",2021-06-06 12:39:20.804163
VAT,Vatican City,800,2021-06-06 12:39:20.804163
